screen_name,friends_count,tweets_count,linkedin,snapchat,instagram,facebook,followers_count,favourites_count,qtyMentions,qtyHashtags,qtyUrls,qtyEmojis,profile_pic_gender,age
quiquemateuvlc,1989,5083,False,False,False,False,2140,104,0.67,0.43,0.64,0.06,1,35-49
tanitoog,389,38130,False,False,True,False,669,8317,0.61,0.03,0.03,0.33,0,18-24
copano,22460,155158,False,True,False,False,811001,12516,0.34,0.13,0.5,0.07,0,25-34
jhonagarcia5,1160,1255,False,False,False,True,413,277,0.08,0.29,0.77,0.09,0,25-34
grupohasar,212,938,False,False,False,False,351,111,0.28,0.76,0.33,0.12,0,35-49
santiimotta,1107,21457,False,False,False,True,842,749,0.56,0.02,0.05,0.37,1,18-24
nacho744,391,8919,False,False,True,False,302,2604,0.15,0.01,0.17,0.59,0,18-24
flower_inspired,2791,59354,False,False,False,False,3280,185,0.1,0.18,0.23,0.4,2,18-24
cris_villanueva,433,3473,False,False,False,False,27306,409,0.89,0.16,0.22,0.14,2,35-49
macakroneberger,655,22618,False,True,False,False,698,7193,0.35,0.01,0.09,0.56,2,18-24
neverlandlss,614,36173,False,True,True,False,772,12288,0.13,0.0,0.37,0.22,2,10-17
santirayu,256,905,False,False,True,False,237,719,0.27,0.13,0.02,1.26,1,10-17
antoaguirre05,1032,43430,False,False,False,True,1125,9234,0.0,0.0,0.0,1.0,2,18-24
toledoceleste_,585,384,False,False,True,False,175,65,0.18,0.04,0.08,0.63,2,10-17
hillegassah,1169,18593,False,True,False,False,1360,15262,0.49,0.01,0.05,0.49,0,18-24
lhraste,329,190,False,False,False,False,271,558,2.19,1.75,0.15,0.29,2,10-17
matiasgaray_17,162,7363,False,False,True,False,249,3484,0.51,0.08,0.23,0.5,1,25-34
alerojas1995,960,16768,False,False,False,False,589,8605,0.64,0.74,0.14,0.23,0,18-24
leonardpera,1008,12672,False,False,False,False,1158,380,0.61,0.26,0.31,0.07,1,35-49
flor_belieber5,2536,55184,False,False,False,True,2225,20044,0.11,0.24,0.15,0.33,1,10-17
josefinamonsa,445,10939,False,False,False,True,525,5180,0.16,0.0,0.04,0.25,2,18-24
juleriveros,261,13594,False,False,False,False,288,2774,0.22,0.01,0.04,0.29,2,18-24
mikygnr,1045,62784,False,False,False,False,1652,9016,0.42,0.0,0.07,0.17,2,18-24
_garii__,1106,68315,False,True,True,False,1305,21102,0.2,0.0,0.05,0.3,2,10-17
gomezdelpozuelo,12321,16454,True,False,False,False,93336,392,0.49,0.09,0.66,0.13,2,50-64
meli3620,748,10662,False,False,True,False,489,2573,0.04,0.01,0.07,1.94,2,10-17
anarivas_35,666,2117,False,True,False,False,551,3755,0.42,0.01,0.16,2.07,2,10-17
guidobeeeeok,773,63582,False,False,False,False,1037,29538,0.42,0.0,0.16,0.16,2,18-24
